"model","period","ersst.year","borealization_index","annual.events"
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.77724836429281,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.06624084658136,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
"EC-Earth3-CC","historical",1952,-2.95738234918242,1
